-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  10.7867   Longitude 76.6548 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 540.94 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN
2024,2,13,3,0.0
2024,2,13,4,0.0
2024,2,13,5,0.0
2024,2,13,6,25.27
2024,2,13,7,213.3
2024,2,13,8,438.05
2024,2,13,9,648.3
2024,2,13,10,814.35
2024,2,13,11,914.8
2024,2,13,12,920.6
2024,2,13,13,852.12
2024,2,13,14,706.35
2024,2,13,15,511.2
2024,2,13,16,270.33
2024,2,13,17,57.85
2024,2,13,18,0.0
2024,2,13,19,0.0
2024,2,13,20,0.0
2024,2,13,21,0.0
2024,2,13,22,0.0
2024,2,13,23,0.0
2024,2,14,0,0.0
2024,2,14,1,0.0
2024,2,14,2,0.0
2024,2,14,3,0.0
2024,2,14,4,0.0
2024,2,14,5,0.0
2024,2,14,6,24.45
2024,2,14,7,210.05
2024,2,14,8,436.92
2024,2,14,9,647.03
2024,2,14,10,814.78
2024,2,14,11,882.8
2024,2,14,12,763.33
2024,2,14,13,787.4
2024,2,14,14,642.53
2024,2,14,15,446.0
2024,2,14,16,231.88
2024,2,14,17,50.55
2024,2,14,18,0.0
2024,2,14,19,0.0
2024,2,14,20,0.0
2024,2,14,21,0.0
2024,2,14,22,0.0
2024,2,14,23,0.0
2024,2,15,0,0.0
2024,2,15,1,0.0
2024,2,15,2,0.0
2024,2,15,3,0.0
2024,2,15,4,0.0
2024,2,15,5,0.0
2024,2,15,6,26.38
2024,2,15,7,218.55
2024,2,15,8,448.55
2024,2,15,9,672.55
2024,2,15,10,799.42
2024,2,15,11,875.3
2024,2,15,12,879.12
2024,2,15,13,852.58
2024,2,15,14,717.5
2024,2,15,15,515.5
2024,2,15,16,279.67
2024,2,15,17,62.47
2024,2,15,18,0.0
2024,2,15,19,0.0
2024,2,15,20,0.0
2024,2,15,21,0.0
2024,2,15,22,0.0
2024,2,15,23,0.0
2024,2,16,0,0.0
2024,2,16,1,0.0
2024,2,16,2,0.0
2024,2,16,3,0.0
2024,2,16,4,0.0
2024,2,16,5,0.0
2024,2,16,6,27.38
2024,2,16,7,224.32
2024,2,16,8,471.05
2024,2,16,9,685.97
2024,2,16,10,843.45
2024,2,16,11,917.3
2024,2,16,12,940.92
2024,2,16,13,881.42
2024,2,16,14,737.7
2024,2,16,15,532.97
2024,2,16,16,294.12
2024,2,16,17,66.5
2024,2,16,18,0.0
2024,2,16,19,0.0
2024,2,16,20,0.0
2024,2,16,21,0.0
2024,2,16,22,0.0
2024,2,16,23,0.0
2024,2,17,0,0.0
2024,2,17,1,0.0
2024,2,17,2,0.0
2024,2,17,3,0.0
2024,2,17,4,0.0
2024,2,17,5,0.0
2024,2,17,6,26.52
2024,2,17,7,220.55
2024,2,17,8,469.17
2024,2,17,9,691.53
2024,2,17,10,853.1
2024,2,17,11,941.58
2024,2,17,12,950.67
2024,2,17,13,877.83
2024,2,17,14,732.53
2024,2,17,15,529.28
2024,2,17,16,287.85
2024,2,17,17,62.5
2024,2,17,18,0.0
2024,2,17,19,0.0
2024,2,17,20,0.0
2024,2,17,21,0.0
2024,2,17,22,0.0
2024,2,17,23,0.0
2024,2,18,0,0.0
2024,2,18,1,0.0
2024,2,18,2,0.0
2024,2,18,3,0.0
2024,2,18,4,0.0
2024,2,18,5,0.0
2024,2,18,6,25.4
2024,2,18,7,210.62
2024,2,18,8,448.85
2024,2,18,9,664.45
2024,2,18,10,833.83
2024,2,18,11,953.42
2024,2,18,12,955.2
2024,2,18,13,895.47
2024,2,18,14,749.33
2024,2,18,15,544.6
2024,2,18,16,301.85
2024,2,18,17,70.3
2024,2,18,18,0.0
2024,2,18,19,0.0
2024,2,18,20,0.0
2024,2,18,21,0.0
2024,2,18,22,0.0
2024,2,18,23,0.0
2024,2,19,0,0.0
2024,2,19,1,0.0
2024,2,19,2,0.0
2024,2,19,3,0.0
2024,2,19,4,0.0
2024,2,19,5,0.0
2024,2,19,6,27.77
2024,2,19,7,220.55
2024,2,19,8,461.35
2024,2,19,9,688.47
2024,2,19,10,851.67
2024,2,19,11,936.75
2024,2,19,12,945.35
2024,2,19,13,878.45
2024,2,19,14,731.53
2024,2,19,15,529.72
2024,2,19,16,289.75
2024,2,19,17,66.22
2024,2,19,18,0.0
2024,2,19,19,0.0
2024,2,19,20,0.0
2024,2,19,21,0.0
2024,2,19,22,0.0
2024,2,19,23,0.0
2024,2,20,0,0.0
2024,2,20,1,0.0
2024,2,20,2,0.0
2024,2,20,3,0.0
2024,2,20,4,0.0
2024,2,20,5,0.0
2024,2,20,6,24.08
2024,2,20,7,198.68
2024,2,20,8,443.17
2024,2,20,9,665.78
2024,2,20,10,827.95
2024,2,20,11,914.47
2024,2,20,12,926.15
2024,2,20,13,850.3
2024,2,20,14,712.08
2024,2,20,15,509.92
2024,2,20,16,262.98
2024,2,20,17,54.0
2024,2,20,18,0.0
2024,2,20,19,0.0
2024,2,20,20,0.0
2024,2,20,21,0.0
2024,2,20,22,0.0
2024,2,20,23,0.0
2024,2,21,0,0.0
2024,2,21,1,0.0
2024,2,21,2,0.0
2024,2,21,3,0.0
2024,2,21,4,0.0
2024,2,21,5,0.0
2024,2,21,6,23.0
2024,2,21,7,181.52
2024,2,21,8,402.88
2024,2,21,9,598.47
2024,2,21,10,752.28
2024,2,21,11,841.62
2024,2,21,12,838.0
2024,2,21,13,767.95
2024,2,21,14,654.15
2024,2,21,15,470.25
2024,2,21,16,256.02
2024,2,21,17,52.33
2024,2,21,18,0.0
2024,2,21,19,0.0
2024,2,21,20,0.0
2024,2,21,21,0.0
2024,2,21,22,0.0
2024,2,21,23,0.0
2024,2,22,0,0.0
2024,2,22,1,0.0
2024,2,22,2,0.0
2024,2,22,3,0.0
2024,2,22,4,0.0
2024,2,22,5,0.0
2024,2,22,6,22.08
2024,2,22,7,178.65
2024,2,22,8,404.75
2024,2,22,9,565.05
2024,2,22,10,749.2
2024,2,22,11,873.03
2024,2,22,12,859.55
2024,2,22,13,770.17
2024,2,22,14,667.88
2024,2,22,15,486.02
2024,2,22,16,262.65
2024,2,22,17,59.35
2024,2,22,18,0.0
2024,2,22,19,0.0
2024,2,22,20,0.0
2024,2,22,21,0.0
2024,2,22,22,0.0
2024,2,22,23,0.0
2024,2,23,0,0.0
2024,2,23,1,0.0
2024,2,23,2,0.0
2024,2,23,3,0.0
2024,2,23,4,0.0
2024,2,23,5,0.0
2024,2,23,6,28.25
2024,2,23,7,205.73
2024,2,23,8,447.15
2024,2,23,9,661.45
2024,2,23,10,838.8
2024,2,23,11,924.6
2024,2,23,12,926.15
2024,2,23,13,862.35
2024,2,23,14,722.1
2024,2,23,15,518.65
2024,2,23,16,278.25
2024,2,23,17,59.85
2024,2,23,18,0.0
2024,2,23,19,0.0
2024,2,23,20,0.0
2024,2,23,21,0.0
2024,2,23,22,0.0
2024,2,23,23,0.0
2024,2,24,0,0.0
2024,2,24,1,0.0
2024,2,24,2,0.0
2024,2,24,3,0.0
2024,2,24,4,0.0
2024,2,24,5,0.0
2024,2,24,6,26.3
2024,2,24,7,203.12
2024,2,24,8,434.35
2024,2,24,9,554.8
2024,2,24,10,723.22
2024,2,24,11,828.35
2024,2,24,12,829.38
2024,2,24,13,787.53
2024,2,24,14,637.28
2024,2,24,15,461.67
2024,2,24,16,227.5
2024,2,24,17,45.28
2024,2,24,18,0.0
2024,2,24,19,0.0
2024,2,24,20,0.0
2024,2,24,21,0.0
2024,2,24,22,0.0
2024,2,24,23,0.0
2024,2,25,0,0.0
2024,2,25,1,0.0
2024,2,25,2,0.0
2024,2,25,3,0.0
2024,2,25,4,0.0
2024,2,25,5,0.0
2024,2,25,6,21.75
2024,2,25,7,176.35
2024,2,25,8,407.83
2024,2,25,9,633.08
2024,2,25,10,782.65
2024,2,25,11,891.03
2024,2,25,12,883.53
2024,2,25,13,806.65
2024,2,25,14,698.97
2024,2,25,15,492.12
2024,2,25,16,259.73
2024,2,25,17,56.12
2024,2,25,18,0.0
2024,2,25,19,0.0
2024,2,25,20,0.0
2024,2,25,21,0.0
2024,2,25,22,0.0
2024,2,25,23,0.0
2024,2,26,0,0.0
2024,2,26,1,0.0
2024,2,26,2,0.0
2024,2,26,3,0.0
2024,2,26,4,0.0
2024,2,26,5,0.0
2024,2,26,6,28.2
2024,2,26,7,214.12
2024,2,26,8,446.0
2024,2,26,9,668.45
2024,2,26,10,750.17
2024,2,26,11,862.35
2024,2,26,12,842.35
2024,2,26,13,717.83
2024,2,26,14,660.3
2024,2,26,15,513.25
2024,2,26,16,277.6
2024,2,26,17,62.25
2024,2,26,18,0.0
2024,2,26,19,0.0
2024,2,26,20,0.0
2024,2,26,21,0.0
2024,2,26,22,0.0
2024,2,26,23,0.0
2024,2,27,0,0.0
2024,2,27,1,0.0
2024,2,27,2,0.0
2024,2,27,3,0.0
2024,2,27,4,0.0
2024,2,27,5,0.0
2024,2,27,6,33.35
2024,2,27,7,236.75
2024,2,27,8,427.77
2024,2,27,9,623.08
2024,2,27,10,768.67
2024,2,27,11,880.53
2024,2,27,12,901.85
2024,2,27,13,777.28
2024,2,27,14,628.58
2024,2,27,15,498.95
2024,2,27,16,266.9
2024,2,27,17,59.0
2024,2,27,18,0.0
2024,2,27,19,0.0
2024,2,27,20,0.0
2024,2,27,21,0.0
2024,2,27,22,0.0
2024,2,27,23,0.0
2024,2,28,0,0.0
2024,2,28,1,0.0
2024,2,28,2,0.0
2024,2,28,3,0.0
2024,2,28,4,0.0
2024,2,28,5,0.0
2024,2,28,6,35.03
2024,2,28,7,246.82
2024,2,28,8,491.92
2024,2,28,9,712.03
2024,2,28,10,876.45
2024,2,28,11,976.53
2024,2,28,12,984.22
2024,2,28,13,911.2
2024,2,28,14,762.17
2024,2,28,15,550.15
2024,2,28,16,298.25
2024,2,28,17,68.62
2024,2,28,18,0.0
2024,2,28,19,0.0
2024,2,28,20,0.0
2024,2,28,21,0.0
2024,2,28,22,0.0
2024,2,28,23,0.0
2024,2,29,0,0.0
2024,2,29,1,0.0
2024,2,29,2,0.0
2024,2,29,3,0.0
2024,2,29,4,0.0
2024,2,29,5,0.0
2024,2,29,6,33.78
2024,2,29,7,237.38
2024,2,29,8,493.6
2024,2,29,9,715.53
2024,2,29,10,879.72
2024,2,29,11,970.62
2024,2,29,12,964.45
2024,2,29,13,902.33
2024,2,29,14,751.25
2024,2,29,15,534.5
2024,2,29,16,289.02
2024,2,29,17,66.62
2024,2,29,18,0.0
2024,2,29,19,0.0
2024,2,29,20,0.0
2024,2,29,21,0.0
2024,2,29,22,0.0
2024,2,29,23,0.0
2024,3,1,0,0.0
2024,3,1,1,0.0
2024,3,1,2,0.0
2024,3,1,3,0.0
2024,3,1,4,0.0
2024,3,1,5,0.0
2024,3,1,6,34.33
2024,3,1,7,227.55
2024,3,1,8,473.95
2024,3,1,9,682.83
2024,3,1,10,837.83
2024,3,1,11,933.08
2024,3,1,12,929.55
2024,3,1,13,801.97
2024,3,1,14,670.22
2024,3,1,15,473.92
2024,3,1,16,252.23
2024,3,1,17,59.1
2024,3,1,18,0.0
2024,3,1,19,0.0
2024,3,1,20,0.0
2024,3,1,21,0.0
2024,3,1,22,0.0
2024,3,1,23,0.0
2024,3,2,0,0.0
2024,3,2,1,0.0
2024,3,2,2,0.0
2024,3,2,3,0.0
2024,3,2,4,0.0
2024,3,2,5,0.0
2024,3,2,6,28.65
2024,3,2,7,175.1
2024,3,2,8,361.38
2024,3,2,9,541.28
2024,3,2,10,647.83
2024,3,2,11,725.3
2024,3,2,12,780.35
2024,3,2,13,801.05
2024,3,2,14,653.42
2024,3,2,15,521.55
2024,3,2,16,287.0
2024,3,2,17,67.68
2024,3,2,18,0.0
2024,3,2,19,0.0
2024,3,2,20,0.0
2024,3,2,21,0.0
2024,3,2,22,0.0
2024,3,2,23,0.0
2024,3,3,0,0.0
2024,3,3,1,0.0
2024,3,3,2,0.0
2024,3,3,3,0.0
2024,3,3,4,0.0
2024,3,3,5,0.0
2024,3,3,6,36.22
2024,3,3,7,237.05
2024,3,3,8,486.4
2024,3,3,9,703.75
2024,3,3,10,846.08
2024,3,3,11,948.67
2024,3,3,12,960.53
2024,3,3,13,886.08
2024,3,3,14,746.33
2024,3,3,15,539.12
2024,3,3,16,295.08
2024,3,3,17,67.32
2024,3,3,18,0.0
2024,3,3,19,0.0
2024,3,3,20,0.0
2024,3,3,21,0.0
2024,3,3,22,0.0
2024,3,3,23,0.0
2024,3,4,0,0.0
2024,3,4,1,0.0
2024,3,4,2,0.0
2024,3,4,3,0.0
2024,3,4,4,0.0
2024,3,4,5,0.0
2024,3,4,6,36.4
2024,3,4,7,233.1
2024,3,4,8,477.27
2024,3,4,9,699.3
2024,3,4,10,859.9
2024,3,4,11,966.8
2024,3,4,12,975.85
2024,3,4,13,889.83
2024,3,4,14,754.83
2024,3,4,15,546.55
2024,3,4,16,297.77
2024,3,4,17,72.35
2024,3,4,18,0.0
2024,3,4,19,0.0
2024,3,4,20,0.0
2024,3,4,21,0.0
2024,3,4,22,0.0
2024,3,4,23,0.0
2024,3,5,0,0.0
2024,3,5,1,0.0
2024,3,5,2,0.0
2024,3,5,3,0.0
2024,3,5,4,0.0
2024,3,5,5,0.0
2024,3,5,6,38.75
2024,3,5,7,241.98
2024,3,5,8,490.65
2024,3,5,9,712.28
2024,3,5,10,875.28
2024,3,5,11,977.33
2024,3,5,12,976.9
2024,3,5,13,901.22
2024,3,5,14,746.75
2024,3,5,15,530.72
2024,3,5,16,281.92
2024,3,5,17,63.9
2024,3,5,18,0.0
2024,3,5,19,0.0
2024,3,5,20,0.0
2024,3,5,21,0.0
2024,3,5,22,0.0
2024,3,5,23,0.0
2024,3,6,0,0.0
2024,3,6,1,0.0
2024,3,6,2,0.0
2024,3,6,3,0.0
2024,3,6,4,0.0
2024,3,6,5,0.0
2024,3,6,6,36.2
2024,3,6,7,222.73
2024,3,6,8,467.08
2024,3,6,9,699.25
2024,3,6,10,835.97
2024,3,6,11,880.92
2024,3,6,12,848.83
2024,3,6,13,793.65
2024,3,6,14,614.47
2024,3,6,15,408.52
2024,3,6,16,235.02
2024,3,6,17,57.2
2024,3,6,18,0.0
2024,3,6,19,0.0
2024,3,6,20,0.0
2024,3,6,21,0.0
2024,3,6,22,0.0
2024,3,6,23,0.0
2024,3,7,0,0.0
2024,3,7,1,0.0
2024,3,7,2,0.0
2024,3,7,3,0.0
2024,3,7,4,0.0
2024,3,7,5,0.0
2024,3,7,6,35.08
2024,3,7,7,230.0
2024,3,7,8,447.4
2024,3,7,9,663.6
2024,3,7,10,829.88
2024,3,7,11,952.6
2024,3,7,12,966.97
2024,3,7,13,887.72
2024,3,7,14,729.33
2024,3,7,15,514.33
2024,3,7,16,277.35
2024,3,7,17,65.5
2024,3,7,18,0.0
2024,3,7,19,0.0
2024,3,7,20,0.0
2024,3,7,21,0.0
2024,3,7,22,0.0
2024,3,7,23,0.0
2024,3,8,0,0.0
2024,3,8,1,0.0
2024,3,8,2,0.0
2024,3,8,3,0.0
2024,3,8,4,0.0
2024,3,8,5,0.0
2024,3,8,6,40.1
2024,3,8,7,242.4
2024,3,8,8,478.23
2024,3,8,9,670.67
2024,3,8,10,781.3
2024,3,8,11,956.58
2024,3,8,12,944.5
2024,3,8,13,825.2
2024,3,8,14,678.72
2024,3,8,15,514.38
2024,3,8,16,276.35
2024,3,8,17,62.28
2024,3,8,18,0.0
2024,3,8,19,0.0
2024,3,8,20,0.0
2024,3,8,21,0.0
2024,3,8,22,0.0
2024,3,8,23,0.0
2024,3,9,0,0.0
2024,3,9,1,0.0
2024,3,9,2,0.0
2024,3,9,3,0.0
2024,3,9,4,0.0
2024,3,9,5,0.0
2024,3,9,6,36.72
2024,3,9,7,218.8
2024,3,9,8,442.8
2024,3,9,9,660.67
2024,3,9,10,818.15
2024,3,9,11,911.62
2024,3,9,12,947.0
2024,3,9,13,826.65
2024,3,9,14,724.0
2024,3,9,15,503.05
2024,3,9,16,265.6
2024,3,9,17,60.75
2024,3,9,18,0.0
2024,3,9,19,0.0
2024,3,9,20,0.0
2024,3,9,21,0.0
2024,3,9,22,0.0
2024,3,9,23,0.0
2024,3,10,0,0.0
2024,3,10,1,0.0
2024,3,10,2,0.0
2024,3,10,3,0.0
2024,3,10,4,0.0
2024,3,10,5,0.0
2024,3,10,6,35.2
2024,3,10,7,202.05
2024,3,10,8,393.2
2024,3,10,9,670.58
2024,3,10,10,837.4
2024,3,10,11,904.15
2024,3,10,12,809.83
2024,3,10,13,772.78
2024,3,10,14,639.95
2024,3,10,15,449.67
2024,3,10,16,255.98
2024,3,10,17,57.55
2024,3,10,18,0.0
2024,3,10,19,0.0
2024,3,10,20,0.0
2024,3,10,21,0.0
2024,3,10,22,0.0
2024,3,10,23,0.0
2024,3,11,0,0.0
2024,3,11,1,0.0
2024,3,11,2,0.0
2024,3,11,3,0.0
2024,3,11,4,0.0
2024,3,11,5,0.0
2024,3,11,6,33.53
2024,3,11,7,219.0
2024,3,11,8,438.27
2024,3,11,9,664.83
2024,3,11,10,837.6
2024,3,11,11,938.6
2024,3,11,12,909.35
2024,3,11,13,834.0
2024,3,11,14,688.8
2024,3,11,15,467.58
2024,3,11,16,221.25
2024,3,11,17,53.1
2024,3,11,18,0.0
2024,3,11,19,0.0
2024,3,11,20,0.0
2024,3,11,21,0.0
2024,3,11,22,0.0
2024,3,11,23,0.0
2024,3,12,0,0.0
2024,3,12,1,0.0
2024,3,12,2,0.0
2024,3,12,3,0.0
2024,3,12,4,0.0
2024,3,12,5,0.0
2024,3,12,6,36.8
2024,3,12,7,221.75
2024,3,12,8,450.02
2024,3,12,9,672.05
2024,3,12,10,837.97
2024,3,12,11,948.97
2024,3,12,12,950.33
2024,3,12,13,869.4
2024,3,12,14,715.28
2024,3,12,15,502.08
2024,3,12,16,265.27
2024,3,12,17,57.88
2024,3,12,18,0.0
2024,3,12,19,0.0
2024,3,12,20,0.0
2024,3,12,21,0.0
2024,3,12,22,0.0
2024,3,12,23,0.0
2024,3,13,0,0.0
2024,3,13,1,0.0
2024,3,13,2,0.0
2024,3,13,3,0.0
2024,3,13,4,0.0
2024,3,13,5,0.0
2024,3,13,6,34.47
2024,3,13,7,192.1
2024,3,13,8,358.73
2024,3,13,9,540.95
2024,3,13,10,757.38
2024,3,13,11,847.35
2024,3,13,12,840.85
2024,3,13,13,766.47
2024,3,13,14,645.95
2024,3,13,15,456.48
2024,3,13,16,236.27
2024,3,13,17,48.5
2024,3,13,18,0.0
2024,3,13,19,0.0
2024,3,13,20,0.0
2024,3,13,21,0.0
2024,3,13,22,0.0
2024,3,13,23,0.0
2024,3,14,0,0.0
2024,3,14,1,0.0
2024,3,14,2,0.0
2024,3,14,3,0.0
2024,3,14,4,0.0
2024,3,14,5,0.0
2024,3,14,6,40.78
2024,3,14,7,214.32
2024,3,14,8,410.98
2024,3,14,9,599.12
2024,3,14,10,748.8
2024,3,14,11,852.0
2024,3,14,12,854.88
2024,3,14,13,775.72
2024,3,14,14,652.25
2024,3,14,15,447.52
2024,3,14,16,249.9
2024,3,14,17,53.75
2024,3,14,18,0.0
2024,3,14,19,0.0
2024,3,14,20,0.0
2024,3,14,21,0.0
2024,3,14,22,0.0
2024,3,14,23,0.0
2024,3,15,0,0.0
2024,3,15,1,0.0
2024,3,15,2,0.0
2024,3,15,3,0.0
2024,3,15,4,0.0
2024,3,15,5,0.0
2024,3,15,6,43.45
2024,3,15,7,208.52
2024,3,15,8,370.3
2024,3,15,9,546.78
2024,3,15,10,725.42
2024,3,15,11,881.62
2024,3,15,12,894.8
2024,3,15,13,773.58
2024,3,15,14,651.53
2024,3,15,15,439.88
2024,3,15,16,240.45
2024,3,15,17,48.17
2024,3,15,18,0.0
2024,3,15,19,0.0
2024,3,15,20,0.0
2024,3,15,21,0.0
2024,3,15,22,0.0
2024,3,15,23,0.0
2024,3,16,0,0.0
2024,3,16,1,0.0
2024,3,16,2,0.0
2024,3,16,3,0.0
2024,3,16,4,0.0
2024,3,16,5,0.0
2024,3,16,6,43.0
2024,3,16,7,214.57
2024,3,16,8,410.02
2024,3,16,9,535.75
2024,3,16,10,721.35
2024,3,16,11,883.83
2024,3,16,12,854.53
2024,3,16,13,811.88
2024,3,16,14,684.58
2024,3,16,15,476.38
2024,3,16,16,248.35
2024,3,16,17,54.0
2024,3,16,18,0.0
2024,3,16,19,0.0
2024,3,16,20,0.0
2024,3,16,21,0.0
2024,3,16,22,0.0
2024,3,16,23,0.0
2024,3,17,0,0.0
2024,3,17,1,0.0
2024,3,17,2,0.0
2024,3,17,3,0.0
2024,3,17,4,0.0
2024,3,17,5,0.0
2024,3,17,6,56.22
2024,3,17,7,262.67
2024,3,17,8,490.9
2024,3,17,9,699.95
2024,3,17,10,852.17
2024,3,17,11,939.3
2024,3,17,12,888.38
2024,3,17,13,873.8
2024,3,17,14,739.9
2024,3,17,15,527.55
2024,3,17,16,280.85
2024,3,17,17,66.1
2024,3,17,18,0.0
2024,3,17,19,0.0
2024,3,17,20,0.0
2024,3,17,21,0.0
2024,3,17,22,0.0
2024,3,17,23,0.0
2024,3,18,0,0.0
2024,3,18,1,0.0
2024,3,18,2,0.0
2024,3,18,3,0.0
2024,3,18,4,0.0
2024,3,18,5,0.0
2024,3,18,6,53.5
2024,3,18,7,269.5
2024,3,18,8,527.6
2024,3,18,9,738.75
2024,3,18,10,864.55
2024,3,18,11,961.9
2024,3,18,12,961.9
2024,3,18,13,895.03
2024,3,18,14,748.25
2024,3,18,15,539.08
2024,3,18,16,292.58
2024,3,18,17,68.15
2024,3,18,18,0.0
2024,3,18,19,0.0
2024,3,18,20,0.0
2024,3,18,21,0.0
2024,3,18,22,0.0
2024,3,18,23,0.0
2024,3,19,0,0.0
2024,3,19,1,0.0
2024,3,19,2,0.0
2024,3,19,3,0.0
2024,3,19,4,0.0
2024,3,19,5,0.0
2024,3,19,6,55.1
2024,3,19,7,271.5
2024,3,19,8,520.67
2024,3,19,9,739.6
2024,3,19,10,888.45
2024,3,19,11,992.15
2024,3,19,12,999.42
2024,3,19,13,916.6
2024,3,19,14,770.83
2024,3,19,15,551.35
2024,3,19,16,295.55
2024,3,19,17,70.3
2024,3,19,18,0.0
2024,3,19,19,0.0
2024,3,19,20,0.0
2024,3,19,21,0.0
2024,3,19,22,0.0
2024,3,19,23,0.0
2024,3,20,0,0.0
2024,3,20,1,0.0
2024,3,20,2,0.0
2024,3,20,3,0.0
2024,3,20,4,0.0
2024,3,20,5,0.0
2024,3,20,6,56.47
2024,3,20,7,269.62
2024,3,20,8,513.6
2024,3,20,9,733.35
2024,3,20,10,883.67
2024,3,20,11,986.47
2024,3,20,12,975.5
2024,3,20,13,872.67
2024,3,20,14,749.15
2024,3,20,15,539.08
2024,3,20,16,286.3
2024,3,20,17,68.28
2024,3,20,18,0.0
2024,3,20,19,0.0
2024,3,20,20,0.0
2024,3,20,21,0.0
2024,3,20,22,0.0
2024,3,20,23,0.0
2024,3,21,0,0.0
2024,3,21,1,0.0
2024,3,21,2,0.0
2024,3,21,3,0.0
2024,3,21,4,0.0
2024,3,21,5,0.0
2024,3,21,6,51.2
2024,3,21,7,254.6
2024,3,21,8,469.8
2024,3,21,9,726.8
2024,3,21,10,890.45
2024,3,21,11,976.25
2024,3,21,12,932.2
2024,3,21,13,856.75
2024,3,21,14,690.72
2024,3,21,15,491.12
2024,3,21,16,249.57
2024,3,21,17,58.55
2024,3,21,18,0.0
2024,3,21,19,0.0
2024,3,21,20,0.0
2024,3,21,21,0.0
2024,3,21,22,0.0
2024,3,21,23,0.0
2024,3,22,0,0.0
2024,3,22,1,0.0
2024,3,22,2,0.0
2024,3,22,3,0.0
2024,3,22,4,0.0
2024,3,22,5,0.0
2024,3,22,6,50.38
2024,3,22,7,218.12
2024,3,22,8,413.48
2024,3,22,9,706.47
2024,3,22,10,829.5
2024,3,22,11,904.97
2024,3,22,12,904.28
2024,3,22,13,795.72
2024,3,22,14,625.75
2024,3,22,15,425.35
2024,3,22,16,241.52
2024,3,22,17,52.58
2024,3,22,18,0.0
2024,3,22,19,0.0
2024,3,22,20,0.0
2024,3,22,21,0.0
2024,3,22,22,0.0
2024,3,22,23,0.0
2024,3,23,0,0.0
2024,3,23,1,0.0
2024,3,23,2,0.0
2024,3,23,3,0.0
2024,3,23,4,0.0
2024,3,23,5,0.0
2024,3,23,6,52.38
2024,3,23,7,224.82
2024,3,23,8,434.77
2024,3,23,9,651.7
2024,3,23,10,805.55
2024,3,23,11,938.2
2024,3,23,12,957.15
2024,3,23,13,866.25
2024,3,23,14,724.53
2024,3,23,15,475.77
2024,3,23,16,217.7
2024,3,23,17,47.45
2024,3,23,18,0.0
2024,3,23,19,0.0
2024,3,23,20,0.0
2024,3,23,21,0.0
2024,3,23,22,0.0
2024,3,23,23,0.0
2024,3,24,0,0.0
2024,3,24,1,0.0
2024,3,24,2,0.0
2024,3,24,3,0.0
2024,3,24,4,0.0
2024,3,24,5,0.0
2024,3,24,6,46.92
2024,3,24,7,181.3
2024,3,24,8,347.52
2024,3,24,9,626.03
2024,3,24,10,881.45
2024,3,24,11,1015.72
2024,3,24,12,1014.4
2024,3,24,13,931.5
2024,3,24,14,768.08
2024,3,24,15,552.25
2024,3,24,16,302.1
2024,3,24,17,73.05
2024,3,24,18,0.0
2024,3,24,19,0.0
2024,3,24,20,0.0
2024,3,24,21,0.0
2024,3,24,22,0.0
2024,3,24,23,0.0
2024,3,25,0,0.0
2024,3,25,1,0.0
2024,3,25,2,0.0
2024,3,25,3,0.0
2024,3,25,4,0.0
2024,3,25,5,0.0
2024,3,25,6,70.85
2024,3,25,7,304.98
2024,3,25,8,557.47
2024,3,25,9,773.47
2024,3,25,10,927.2
2024,3,25,11,1010.17
2024,3,25,12,1001.88
2024,3,25,13,911.4
2024,3,25,14,754.15
2024,3,25,15,537.75
2024,3,25,16,289.1
2024,3,25,17,69.75
2024,3,25,18,0.0
2024,3,25,19,0.0
2024,3,25,20,0.0
2024,3,25,21,0.0
2024,3,25,22,0.0
2024,3,25,23,0.0
2024,3,26,0,0.0
2024,3,26,1,0.0
2024,3,26,2,0.0
2024,3,26,3,0.0
2024,3,26,4,0.0
2024,3,26,5,0.0
2024,3,26,6,63.83
2024,3,26,7,272.05
2024,3,26,8,508.67
2024,3,26,9,738.35
2024,3,26,10,894.1
2024,3,26,11,985.75
2024,3,26,12,983.08
2024,3,26,13,896.8
2024,3,26,14,739.55
2024,3,26,15,529.2
2024,3,26,16,288.38
2024,3,26,17,66.65
2024,3,26,18,0.0
2024,3,26,19,0.0
2024,3,26,20,0.0
2024,3,26,21,0.0
2024,3,26,22,0.0
2024,3,26,23,0.0
2024,3,27,0,0.0
2024,3,27,1,0.0
2024,3,27,2,0.0
2024,3,27,3,0.0
2024,3,27,4,0.0
2024,3,27,5,0.0
2024,3,27,6,70.15
2024,3,27,7,296.77
2024,3,27,8,547.65
2024,3,27,9,759.83
2024,3,27,10,914.0
2024,3,27,11,1000.5
2024,3,27,12,996.4
2024,3,27,13,921.03
2024,3,27,14,765.65
2024,3,27,15,544.5
2024,3,27,16,280.98
2024,3,27,17,64.3
2024,3,27,18,0.0
2024,3,27,19,0.0
2024,3,27,20,0.0
2024,3,27,21,0.0
2024,3,27,22,0.0
2024,3,27,23,0.0
2024,3,28,0,0.0
2024,3,28,1,0.0
